"","id","pred"
"182","2013_1161_1228",0.434962664048745
"183","2013_1166_1228",0.467789887053058
"184","2013_1172_1228",0.178968802026149
"185","2013_1181_1228",0.683110051455021
"186","2013_1195_1228",0.191139146952504
"187","2013_1196_1228",0.775322810640843
"188","2013_1207_1228",0.567480418327417
"189","2013_1211_1228",0.849281820926448
"190","2013_1217_1228",0.149546626760546
"191","2013_1103_1231",0.13751606641134
"192","2013_1107_1231",0.0663794574381484
"193","2013_1112_1231",0.289088698457738
"194","2013_1125_1231",0.220887575795177
"195","2013_1129_1231",0.105817455067047
"196","2013_1137_1231",0.163293580533459
"197","2013_1139_1231",0.293515073245089
"198","2013_1143_1231",0.128176399221639
"199","2013_1153_1231",0.155660088938394
"200","2013_1160_1231",0.235326008468613
"201","2013_1161_1231",0.27698475219306
"202","2013_1166_1231",0.304310396941327
"203","2013_1172_1231",0.0978640596929748
"204","2013_1181_1231",0.517559073085996
"205","2013_1195_1231",0.105225933265262
"206","2013_1196_1231",0.631993515287102
"207","2013_1207_1231",0.395020335849036
"208","2013_1211_1231",0.737137450763359
"209","2013_1217_1231",0.0804685664872089
"210","2013_1228_1231",0.306045334811439
"211","2013_1103_1233",0.487310676942909
"212","2013_1107_1233",0.297678991340738
"213","2013_1112_1233",0.70795930541915
"214","2013_1125_1233",0.628270900461242
"215","2013_1129_1233",0.413652374505576
"216","2013_1137_1233",0.537773889279292
"217","2013_1139_1233",0.712372497938711
"218","2013_1143_1233",0.467079667375373
"219","2013_1153_1233",0.523589257743504
"220","2013_1160_1233",0.647217299070164
"221","2013_1161_1233",0.695474542021157
"222","2013_1166_1233",0.722811803843894
"223","2013_1172_1233",0.392723530044335
"224","2013_1181_1233",0.864780081891965
"225","2013_1195_1233",0.412133175985843
"226","2013_1196_1233",0.911014562084251
"227","2013_1207_1233",0.795605250006845
"228","2013_1211_1233",0.94355834097855
"229","2013_1217_1233",0.342834057793103
"230","2013_1228_1233",0.724448110384672
"231","2013_1231_1233",0.900623004348388
"232","2013_1103_1235",0.485217642083416
"233","2013_1107_1235",0.295930309847001
"234","2013_1112_1235",0.70622401782749
"235","2013_1125_1235",0.626312042584315
"236","2013_1129_1235",0.411621705948111
"237","2013_1137_1235",0.535690578369262
"238","2013_1139_1235",0.710652715796636
"239","2013_1143_1235",0.464994716083793
"240","2013_1153_1235",0.52149890033556
"241","2013_1160_1235",0.645301915136363
"242","2013_1161_1235",0.693697166759851
"243","2013_1166_1235",0.721130005563402
"244","2013_1172_1235",0.390727138891976
"245","2013_1181_1235",0.863797343013259
"246","2013_1195_1235",0.410104749112691
"247","2013_1196_1235",0.91033300092299
"248","2013_1207_1235",0.794239388194965
"249","2013_1211_1235",0.943110475132542
"250","2013_1217_1235",0.340948890333956
"251","2013_1228_1235",0.722772432343718
"252","2013_1231_1235",0.899870599593783
"253","2013_1233_1235",0.312374010672595
"254","2013_1103_1241",0.547102643658764
"255","2013_1107_1241",0.350091788308838
"256","2013_1112_1241",0.754958013979269
"257","2013_1125_1241",0.682339730400502
"258","2013_1129_1241",0.472740114460136
"259","2013_1137_1241",0.596553037494846
"260","2013_1139_1241",0.75890285080734
"261","2013_1143_1241",0.526940635036702
"262","2013_1153_1241",0.582772741798715
"263","2013_1160_1241",0.699846899919928
"264","2013_1161_1241",0.743755222854927
"265","2013_1166_1241",0.768202872903082
"266","2013_1172_1241",0.45112180605576
"267","2013_1181_1241",0.89044668178886
"268","2013_1195_1241",0.471178291560859
"269","2013_1196_1241",0.928629502203631
"270","2013_1207_1241",0.831849075175637
"271","2013_1211_1241",0.95504900641996
"272","2013_1217_1241",0.398684131451143
"273","2013_1228_1241",0.76965661613622
"274","2013_1231_1241",0.920114606593579
"275","2013_1233_1241",0.367972136996566
"276","2013_1235_1241",0.577471133452487
"277","2013_1103_1242",0.188816281617585
"278","2013_1107_1242",0.0940355843173403
"279","2013_1112_1242",0.372511268582655
"280","2013_1125_1242",0.2927333140703
"281","2013_1129_1242",0.147312271355388
"282","2013_1137_1242",0.221737800894954
"283","2013_1139_1242",0.377536630948799
"284","2013_1143_1242",0.17670629752893
"285","2013_1153_1242",0.212064668939867
"286","2013_1160_1242",0.30999940636285
"287","2013_1161_1242",0.358676725081415
"288","2013_1166_1242",0.389717540844786
"289","2013_1172_1242",0.136716918355362
"290","2013_1181_1242",0.610311285197822
"291","2013_1195_1242",0.14652680268362
"292","2013_1196_1242",0.714865673152257
"293","2013_1207_1242",0.488026812406385
"294","2013_1211_1242",0.803686878560721
"295","2013_1217_1242",0.113282483334868
"296","2013_1228_1242",0.391665270161238
"297","2013_1231_1242",0.689378259655935
"298","2013_1233_1242",0.100867988072963
"299","2013_1235_1242",0.208450583809558
"300","2013_1241_1242",0.0949282140738976
"301","2013_1103_1243",0.164956411249307
"302","2013_1107_1243",0.0809574027706169
"303","2013_1112_1243",0.335025730530458
"304","2013_1125_1243",0.259950011757683
"305","2013_1129_1243",0.127870336795858
"306","2013_1137_1243",0.194716385650747
"307","2013_1139_1243",0.33981925759589
"308","2013_1143_1243",0.154086031035405
"309","2013_1153_1243",0.185940408197763
"310","2013_1160_1243",0.276037141765059
"311","2013_1161_1243",0.321869241031098
"312","2013_1166_1243",0.351470374339422
"313","2013_1172_1243",0.1184790364807
"314","2013_1181_1243",0.570658493418635
"315","2013_1195_1243",0.127173071579036
"316","2013_1196_1243",0.680278436583625
"317","2013_1207_1243",0.447201447706323
"318","2013_1211_1243",0.776505376603328
"319","2013_1217_1243",0.0978165146341154
"320","2013_1228_1243",0.353337623850168
"321","2013_1231_1243",0.653199210021726
"322","2013_1233_1243",0.0869307548927489
"323","2013_1235_1243",0.1826683265228
"324","2013_1241_1243",0.0817370887353627
"325","2013_1242_1243",0.592846070972121
"326","2013_1103_1247",0.391136987372731
"327","2013_1107_1247",0.222675534373299
"328","2013_1112_1247",0.62098383512706
"329","2013_1125_1247",0.533210735735156
"330","2013_1129_1247",0.322861116634114
"331","2013_1137_1247",0.440191905124112
"332","2013_1139_1247",0.626017059105139
"333","2013_1143_1247",0.372001622560495
"334","2013_1153_1247",0.426207839159584
"335","2013_1160_1247",0.553559359934263
"336","2013_1161_1247",0.606845713040695
"337","2013_1166_1247",0.637997892102738
"338","2013_1172_1247",0.304143138604021
"339","2013_1181_1247",0.812114025771556
"340","2013_1195_1247",0.321492535877089
"341","2013_1196_1247",0.873726684872262
"342","2013_1207_1247",0.724577553494626
"343","2013_1211_1247",0.918690275181458
"344","2013_1217_1247",0.260676136647611
"345","2013_1228_1247",0.639885431268956
"346","2013_1231_1247",0.85965154537828
"347","2013_1233_1247",0.236415555818141
"348","2013_1235_1247",0.420893714493256
"349","2013_1241_1247",0.224486698719824
"350","2013_1242_1247",0.825636251486801
"351","2013_1243_1247",0.60837272252634
"352","2013_1103_1251",0.69564817240247
"353","2013_1107_1251",0.504763102339497
"354","2013_1112_1251",0.853575157890913
"355","2013_1125_1251",0.80253814316499
"356","2013_1129_1251",0.629142754853867
"357","2013_1137_1251",0.736685487230689
"358","2013_1139_1251",0.856234718881351
"359","2013_1143_1251",0.67820955153271
"360","2013_1153_1251",0.725489083897497
"361","2013_1160_1251",0.815214815772389
"362","2013_1161_1251",0.845961018514637
"363","2013_1166_1251",0.862460721825022
"364","2013_1172_1251",0.608628204657577
"365","2013_1181_1251",0.938946078753217
"366","2013_1195_1251",0.627679343613557
"367","2013_1196_1251",0.960966301731975
"368","2013_1207_1251",0.903477741981259
"369","2013_1211_1251",0.975728428821904
"370","2013_1217_1251",0.55644285566779
"371","2013_1228_1251",0.863428410649908
"372","2013_1231_1251",0.956127096911296
"373","2013_1233_1251",0.52417176642458
"374","2013_1235_1251",0.721133165089181
"375","2013_1241_1251",0.507371078469133
"376","2013_1242_1251",0.94396993019894
"377","2013_1243_1251",0.846793773574616
"378","2013_1247_1251",0.639269841200182
"379","2013_1103_1254",0.606985098636617
"380","2013_1107_1254",0.407828396608513
"381","2013_1112_1254",0.797528488460492
"382","2013_1125_1254",0.733065351675954
"383","2013_1129_1254",0.534081574376987
"384","2013_1137_1254",0.654031754617256
"385","2013_1139_1254",0.800968673572297
"386","2013_1143_1254",0.587478857928734
"387","2013_1153_1254",0.641033359732288
"388","2013_1160_1254",0.748806060807258
"389","2013_1161_1254",0.787724696360061
"390","2013_1166_1254",0.809054326587865
"391","2013_1172_1254",0.512384123823002
"392","2013_1181_1254",0.912216009017117
"393","2013_1195_1254",0.532521773939569
"394","2013_1196_1254",0.943294699210276
"395","2013_1207_1254",0.863477084517492
"396","2013_1211_1254",0.964493098255681
"397","2013_1217_1254",0.458777501250794
"398","2013_1228_1254",0.810315127223126
"399","2013_1231_1254",0.936409631627376
"400","2013_1233_1254",0.426721401037666
"401","2013_1235_1254",0.636009673584479
"402","2013_1241_1254",0.410350526695416
"403","2013_1242_1254",0.919250199438832
"404","2013_1243_1254",0.7887936820216
"405","2013_1247_1254",0.544926876196381
"406","2013_1251_1254",0.276979871037884
"407","2013_1103_1257",0.101646359327529
"408","2013_1107_1257",0.0480316891382013
"409","2013_1112_1257",0.223948559578841
"410","2013_1125_1257",0.167494432023914
"411","2013_1129_1257",0.0774733135612719
"412","2013_1137_1257",0.121648418470586
"413","2013_1139_1257",0.227696996153049
"414","2013_1143_1257",0.0944759964750581
"415","2013_1153_1257",0.11569252992268
"416","2013_1160_1257",0.179245733487163
"417","2013_1161_1257",0.213751938562392
"418","2013_1166_1257",0.236883241480511
"419","2013_1172_1257",0.0714800045985466
"420","2013_1181_1257",0.432238694415987
"421","2013_1195_1257",0.077026587409404
"422","2013_1196_1257",0.549286990456225
"423","2013_1207_1257",0.316642253649298
"424","2013_1211_1257",0.665556325828843
"425","2013_1217_1257",0.0584703577281177
"426","2013_1228_1257",0.238365476247036
"427","2013_1231_1257",0.51895846002275
"428","2013_1233_1257",0.0517123498840554
"429","2013_1235_1257",0.113484302623209
"430","2013_1241_1257",0.0485110115462371
"431","2013_1242_1257",0.454744704429473
"432","2013_1243_1257",0.214830299399545
"433","2013_1247_1257",0.0806515422489576
"434","2013_1251_1257",0.0272993624568257
"435","2013_1254_1257",0.0470879879091469
"436","2013_1103_1266",0.215397937961634
"437","2013_1107_1266",0.109068039553266
"438","2013_1112_1266",0.411824564094695
"439","2013_1125_1266",0.328028552693062
"440","2013_1129_1266",0.169270224589778
"441","2013_1137_1266",0.251517119789411
"442","2013_1139_1266",0.417027808851659
"443","2013_1143_1266",0.202007659689825
"444","2013_1153_1266",0.240947085289103
"445","2013_1160_1266",0.346356960231276
"446","2013_1161_1266",0.397454777734
"447","2013_1166_1266",0.429603492988137
"448","2013_1172_1266",0.157387063965065
"449","2013_1181_1266",0.648773303684346
"450","2013_1195_1266",0.168390797352543
"451","2013_1196_1266",0.74728133644802
"452","2013_1207_1266",0.529248742709171
"453","2013_1211_1266",0.828428351699078
"454","2013_1217_1266",0.130947016673008
"455","2013_1228_1266",0.431609583791813
"456","2013_1231_1266",0.723571030179459
"457","2013_1233_1266",0.116851790557279
"458","2013_1235_1266",0.236988822683969
"459","2013_1241_1266",0.110086025165352
"460","2013_1242_1266",0.669263675512665
"461","2013_1243_1266",0.398989607512666
"462","2013_1247_1266",0.17549788901264
"463","2013_1251_1266",0.0637544730218496
"464","2013_1254_1266",0.107059993599368
"465","2013_1257_1266",0.69554160555188
"466","2013_1103_1272",0.253707813285367
"467","2013_1107_1272",0.131639409282422
"468","2013_1112_1272",0.464392309848238
"469","2013_1125_1272",0.376751462616198
"470","2013_1129_1272",0.201482778597959
"471","2013_1137_1272",0.293845126211975
"472","2013_1139_1272",0.469729305087611
"473","2013_1143_1272",0.238660408808811
"474","2013_1153_1272",0.282166848337454
"475","2013_1160_1272",0.396197117473854
"476","2013_1161_1272",0.449590341106417
"477","2013_1166_1272",0.482578671951669
"478","2013_1172_1272",0.187849582607802
"479","2013_1181_1272",0.695806378927787
"480","2013_1195_1272",0.200476381712167
"481","2013_1196_1272",0.7854847828739
"482","2013_1207_1272",0.581974509295265
"483","2013_1211_1272",0.856716876280081
"484","2013_1217_1272",0.157247043742966
"485","2013_1228_1272",0.484621962227742
"486","2013_1231_1272",0.764227895648351
"487","2013_1233_1272",0.140779455931984
"488","2013_1235_1272",0.277779238692467
"489","2013_1241_1272",0.132836654037898
"490","2013_1242_1272",0.714759247550007
"491","2013_1243_1272",0.451175748136083
"492","2013_1247_1272",0.208597992153519
"493","2013_1251_1272",0.0777668461552614
"494","2013_1254_1272",0.129276101698957
"495","2013_1257_1272",0.738833012081918
"496","2013_1266_1272",0.610428953964424
"497","2013_1103_1274",0.217531401891916
"498","2013_1107_1274",0.110296382705598
"499","2013_1112_1274",0.41487483121004
"500","2013_1125_1274",0.330807240319213
"501","2013_1129_1274",0.171046407284419
"502","2013_1137_1274",0.253892569072008
"503","2013_1139_1274",0.420089089469001
"504","2013_1143_1274",0.204042987171244
"505","2013_1153_1274",0.243255150085052
"506","2013_1160_1274",0.349210221155241
"507","2013_1161_1274",0.400471078927403
"508","2013_1166_1274",0.432688571227104
"509","2013_1172_1274",0.15906242972486
"510","2013_1181_1274",0.651634220978932
"511","2013_1195_1274",0.170159642242745
"512","2013_1196_1274",0.749649487857042
"513","2013_1207_1274",0.532381511578602
"514","2013_1211_1274",0.830208871445042
"515","2013_1217_1274",0.132385150927028
"516","2013_1228_1274",0.434698089289514
"517","2013_1231_1274",0.726079921699156
"518","2013_1233_1274",0.11815616985743
"519","2013_1235_1274",0.239270922971774
"520","2013_1241_1274",0.111324400498363
"521","2013_1242_1274",0.672042059393193
"522","2013_1243_1274",0.402009785285457
"523","2013_1247_1274",0.177325470684959
"524","2013_1251_1274",0.0645094381924124
"525","2013_1254_1274",0.10826847002185
"526","2013_1257_1274",0.698198785354487
"527","2013_1266_1274",0.561669158108692
"528","2013_1272_1274",0.446952662394998
"529","2013_1103_1276",0.174314130763025
"530","2013_1107_1276",0.0860409780948671
"531","2013_1112_1276",0.349987597126623
"532","2013_1125_1276",0.272935220053094
"533","2013_1129_1276",0.135465517324823
"534","2013_1137_1276",0.205347184429417
"535","2013_1139_1276",0.354880951731275
"536","2013_1143_1276",0.162947423630519
"537","2013_1153_1276",0.19620881325329
"538","2013_1160_1276",0.289511574810448
"539","2013_1161_1276",0.336540912539318
"540","2013_1166_1276",0.366761587663996
"541","2013_1172_1276",0.125596729589668
"542","2013_1181_1276",0.586856557804236
"543","2013_1195_1276",0.134733234517103
"544","2013_1196_1276",0.694554435292
"545","2013_1207_1276",0.463679783202622
"546","2013_1211_1276",0.787824818667695
"547","2013_1217_1276",0.103839116294082
"548","2013_1228_1276",0.368663894233889
"549","2013_1231_1276",0.668094405117754
"550","2013_1233_1276",0.0923517249619073
"551","2013_1235_1276",0.192798829416354
"552","2013_1241_1276",0.0868649955971148
"553","2013_1242_1276",0.60878091971949
"554","2013_1243_1276",0.33797245567929
"555","2013_1247_1276",0.140660051663328
"556","2013_1251_1276",0.0497599441425543
"557","2013_1254_1276",0.0844167124642716
"558","2013_1257_1276",0.637259785145528
"559","2013_1266_1276",0.493173978070995
"560","2013_1272_1276",0.380309276551918
"561","2013_1274_1276",0.727493913878367
"562","2013_1103_1277",0.197528174159981
"563","2013_1107_1277",0.0989075570676078
"564","2013_1112_1277",0.385669121739462
"565","2013_1125_1277",0.304440425662481
"566","2013_1129_1277",0.15447385784337
"567","2013_1137_1277",0.231535115154525
"568","2013_1139_1277",0.390761450263532
"569","2013_1143_1277",0.184986861427409
"570","2013_1153_1277",0.221556255818571
"571","2013_1160_1277",0.322082577681075
"572","2013_1161_1277",0.371635329436291
"573","2013_1166_1277",0.403092734963226
"574","2013_1172_1277",0.143450067298499
"575","2013_1181_1277",0.623522233980929
"576","2013_1195_1277",0.153657084771549
"577","2013_1196_1277",0.726122701364459
"578","2013_1207_1277",0.502000651344613
"579","2013_1211_1277",0.81235771256206
"580","2013_1217_1277",0.119020631714172
"581","2013_1228_1277",0.405062942737577
"582","2013_1231_1277",0.701220966450298
"583","2013_1233_1277",0.106052509142003
"584","2013_1235_1277",0.217825129930752
"585","2013_1241_1277",0.0998413372371554
"586","2013_1242_1277",0.644678931491158
"587","2013_1243_1277",0.373132197320518
"588","2013_1247_1277",0.16026216506921
"589","2013_1251_1277",0.0575426389242494
"590","2013_1254_1277",0.0970661947657545
"591","2013_1257_1277",0.671952742911626
"592","2013_1266_1277",0.531516678078699
"593","2013_1272_1277",0.417098490025899
"594","2013_1274_1277",0.756849631428728
"595","2013_1276_1277",0.723349536800623
"596","2013_1103_1278",0.287963174024575
"597","2013_1107_1278",0.152787469717148
"598","2013_1112_1278",0.507740537015921
"599","2013_1125_1278",0.418308083234501
"600","2013_1129_1278",0.230868136379579
"601","2013_1137_1278",0.331115347446743
"602","2013_1139_1278",0.513098468404868
"603","2013_1143_1278",0.27162354512482
"604","2013_1153_1278",0.318624185859371
"605","2013_1160_1278",0.438389927252496
"606","2013_1161_1278",0.492828212648775
"607","2013_1166_1278",0.525957485063734
"608","2013_1172_1278",0.215783910739032
"609","2013_1181_1278",0.731263776960671
"610","2013_1195_1278",0.229757193567348
"611","2013_1196_1278",0.813293974102846
"612","2013_1207_1278",0.623521225773216
"613","2013_1211_1278",0.876740789378667
"614","2013_1217_1278",0.181648438591646
"615","2013_1228_1278",0.527997021254589
"616","2013_1231_1278",0.794070318608575
"617","2013_1233_1278",0.163120048789197
"618","2013_1235_1278",0.313917588453667
"619","2013_1241_1278",0.154142911402967
"620","2013_1242_1278",0.748805005812555
"621","2013_1243_1278",0.494429127081947
"622","2013_1247_1278",0.238710852517235
"623","2013_1251_1278",0.0911688560791311
"624","2013_1254_1278",0.150110125236785
"625","2013_1257_1278",0.770926271354233
"626","2013_1266_1278",0.650844317297752
"627","2013_1272_1278",0.540367606630444
"628","2013_1274_1278",0.836443849598819
"629","2013_1276_1278",0.811173935731985
"630","2013_1277_1278",0.738375040035927
"631","2013_1103_1279",0.378198644281476
"632","2013_1107_1279",0.213356985095596
"633","2013_1112_1279",0.608035154316167
"634","2013_1125_1279",0.519583269308581
"635","2013_1129_1279",0.311027548551284
"636","2013_1137_1279",0.426768262176884
"637","2013_1139_1279",0.613133206915119
"638","2013_1143_1279",0.359322701970597
"639","2013_1153_1279",0.412896109037452
"640","2013_1160_1279",0.540013473774222
"641","2013_1161_1279",0.593730023450499
"642","2013_1166_1279",0.62527972435017
"643","2013_1172_1279",0.292699072353082
"644","2013_1181_1279",0.803630239195954
"645","2013_1195_1279",0.309686188167932
"646","2013_1196_1279",0.867571290856682
"647","2013_1207_1279",0.713535395506713
"648","2013_1211_1279",0.914512249341805
"649","2013_1217_1279",0.250279356570258
"650","2013_1228_1279",0.627194828121543
"651","2013_1231_1279",0.852925530054578
"652","2013_1233_1279",0.226689697071027
"653","2013_1235_1279",0.407630048624789
"654","2013_1241_1279",0.215113330484992
"655","2013_1242_1279",0.817625929815725
"656","2013_1243_1279",0.595273999747573
"657","2013_1247_1279",0.320458761158167
"658","2013_1251_1279",0.131090614600203
"659","2013_1254_1279",0.209881198360371
"660","2013_1257_1279",0.835021836376117
"661","2013_1266_1279",0.737080359525891
"662","2013_1272_1279",0.638744382482752
"663","2013_1274_1279",0.884943343844993
"664","2013_1276_1279",0.865965997589654
"665","2013_1277_1279",0.809325866467444
"666","2013_1278_1279",0.380590801496825
"667","2013_1103_1281",0.316729428695022
"668","2013_1107_1281",0.171298872127422
"669","2013_1112_1281",0.541757158722298
"670","2013_1125_1281",0.451832642746743
"671","2013_1129_1281",0.255981304215704
"672","2013_1137_1281",0.362000740930321
"673","2013_1139_1281",0.547075118005766
"674","2013_1143_1281",0.299443981317392
"675","2013_1153_1281",0.348952286326469
"676","2013_1160_1281",0.472217380644185
"677","2013_1161_1281",0.526915169983826
"678","2013_1166_1281",0.559806636365915
"679","2013_1172_1281",0.239767765901749
"680","2013_1181_1281",0.757219952711881
"681","2013_1195_1281",0.254789548509963
"682","2013_1196_1281",0.833135095403485
"683","2013_1207_1281",0.654973851406522
"684","2013_1211_1281",0.890745215877335
"685","2013_1217_1281",0.202819469478328
"686","2013_1228_1281",0.561821867108347
"687","2013_1231_1281",0.815490862544209
"688","2013_1233_1281",0.182613487771195
"689","2013_1235_1281",0.344023884597452
"690","2013_1241_1281",0.172785043828691
"691","2013_1242_1281",0.773591500790596
"692","2013_1243_1281",0.52851142541649
"693","2013_1247_1281",0.264383878224861
"694","2013_1251_1281",0.103123395655563
"695","2013_1254_1281",0.168361608736551
"696","2013_1257_1281",0.794130085728613
"697","2013_1266_1281",0.681181438611333
